feature,chi2_stat,anova_f,mw_u,score
PREDICT_original_tf_Gabor_median_F0.5_A1.57,0.0046881525386754126,0.8113207547102838,0.8147809615379265,403.1666666666667
PREDICT_original_tf_Gabor_peak_F0.5_A1.57,0.0046881525386754126,0.8113207547102838,0.8147809615379265,403.1666666666667
PREDICT_original_logf_min_sigma5,0.03958899630034088,0.7747093614476221,0.9668755177710737,403.0
PREDICT_original_sf_cvar_std_2.5D,0.10629438155325777,0.020916257580951905,0.45476683408514074,400.6666666666667
PREDICT_original_logf_range_sigma1,0.2657605180360363,0.08360621580824802,0.6860662457084361,399.6666666666667
PREDICT_original_tf_GLCM_energyd1.0A2.36,0.13875636800233393,0.12731547317007283,0.5969572834241492,399.5
PREDICT_original_logf_min_sigma1,0.49359259030480973,0.03368862828738748,0.7925457036886614,399.0
PREDICT_original_logf_min_sigma10,0.008546781464912133,0.7020676375859999,0.6300071053556544,397.6666666666667
PREDICT_original_logf_peak_sigma10,0.12848005347120017,0.2528584194176374,0.6819993491049229,396.0
PREDICT_original_tf_GLCM_dissimilarityd3.0A0.79,0.04788202485830707,0.31445212980060233,0.5388161035143065,395.5
PREDICT_original_tf_GLCMMS_dissimilarityd1.0A1.57std,0.04788202485830781,0.3144521298006027,0.5388161035143065,394.8333333333333
PREDICT_original_tf_GLCMMS_homogeneityd1.0A0.0mean,0.07040699903927591,0.133322502491216,0.46147652928157623,394.6666666666667
PREDICT_original_tf_GLCM_dissimilarityd3.0A1.57,2.0318238284301786e-06,0.5755988055318848,0.37268618509725404,394.5
PREDICT_original_tf_GLCM_homogeneityd1.0A0.0,0.07040699903927594,0.133322502491216,0.46147652928157623,394.3333333333333
PREDICT_original_tf_GLCMMS_dissimilarityd1.0A2.36mean,2.031823828432503e-06,0.5755988055318862,0.37268618509725404,393.8333333333333
PREDICT_original_tf_GLCM_ASMd3.0A2.36,0.41033709385597295,0.09478301204186478,0.7755259869789234,393.5
PREDICT_original_tf_GLCM_homogeneityd1.0A2.36,0.0248341176764388,0.2891172675265823,0.4252626301905099,393.3333333333333
PREDICT_original_tf_GLCMMS_homogeneityd1.0A0.79std,0.024834117676439102,0.2891172675265823,0.4252626301905099,393.0
PREDICT_original_tf_GLCM_dissimilarityd3.0A0.0,0.042050225380970245,0.42465266546113145,0.5242862944834019,390.8333333333333
PREDICT_original_tf_GLCMMS_dissimilarityd1.0A1.57mean,0.04205022538097157,0.4246526654611311,0.5242862944834019,390.8333333333333
PREDICT_original_tf_Gabor_peak_position_F0.5_A0.0,0.05419418567021286,0.17607634911703113,0.4058326639463654,390.3333333333333
PREDICT_original_tf_LBP_range_R15_P36,0.008495873151135543,0.4442102374384322,0.4517059414185187,389.8333333333333
PREDICT_original_tf_Gabor_range_F0.05_A1.57,0.3877357774059035,0.16122721073126534,0.7699367209634123,389.0
PREDICT_original_tf_Gabor_skewness_F0.5_A0.0,0.3054532562752666,0.5027114894764874,0.9801216549773664,388.0
PREDICT_original_tf_Gabor_peak_position_F0.05_A1.57,0.19322103327779105,0.3476286476188133,0.6886790505156106,386.3333333333333
PREDICT_original_tf_GLCM_dissimilarityd3.0A2.36,0.0008984791818058027,0.6662809476639934,0.349402527565302,385.3333333333333
PREDICT_original_tf_GLCMMS_dissimilarityd1.0A2.36std,0.0008984791818057029,0.666280947663996,0.349402527565302,385.3333333333333
"PREDICT_original_vf_Frangi_edge_quartile_range_SR(1.0, 10.0)_SS2.0",0.7500970574889991,0.04019247204486834,0.6881030450568217,383.3333333333333
"PREDICT_original_vf_Frangi_full_quartile_range_SR(1.0, 10.0)_SS2.0",0.7500970574889991,0.04019247204486834,0.6881030450568217,383.3333333333333
PREDICT_original_logf_skewness_sigma1,1.1278307573736388,0.11173561688869656,0.9580496089688872,383.0
PREDICT_original_logf_max_sigma1,0.2359895107655562,0.1610482055933603,0.5333438514184323,382.3333333333333
PREDICT_original_tf_GLCM_energyd1.0A0.0,0.25312800892606224,0.18820027777718049,0.5572578539929142,382.3333333333333
PREDICT_original_tf_GLCM_ASMd3.0A1.57,0.5109852730027036,0.09047439210646034,0.6300071053556544,381.6666666666667
PREDICT_original_tf_Gabor_min_F0.5_A1.57,0.42286802813031554,0.049169805865143495,0.5105924011286763,380.3333333333333
PREDICT_original_tf_GLCM_ASMd3.0A0.79,0.7921815343967763,0.22646385004640884,0.9162151030661845,379.8333333333333
PREDICT_original_phasef_monogenic_peak_position_WL3_N5,0.001125586031836833,0.939685327402046,0.4755452704054888,377.8333333333333
PREDICT_original_phasef_monogenic_peak_WL3_N5,0.00112558603183673,0.9396853274020465,0.4755452704054888,377.8333333333333
