feature,mi_score
"PREDICT_original_vf_Frangi_edge_quartile_range_SR(1.0, 10.0)_SS2.0",0.05137802522396773
"PREDICT_original_vf_Frangi_full_quartile_range_SR(1.0, 10.0)_SS2.0",0.05137802522396773
PREDICT_original_sf_rad_dist_std_2.5D,0.051114635942036024
PREDICT_original_sf_roughness_std_2.5D,0.050480338884305365
PREDICT_original_tf_LBP_median_R15_P36,0.04995634596900822
PREDICT_original_tf_Gabor_max_F0.2_A1.57,0.04969515637357946
PREDICT_original_tf_GLCMMS_ASMd3.0A1.57std,0.049693964932170376
PREDICT_original_tf_LBP_skewness_R8_P24,0.049407008531083596
PREDICT_original_tf_GLCM_dissimilarityd3.0A1.57,0.04917166114899718
PREDICT_original_tf_GLCMMS_dissimilarityd1.0A2.36mean,0.04917166114899718
PREDICT_original_logf_range_sigma10,0.049131001325728896
"PREDICT_original_vf_Frangi_edge_median_SR(1.0, 10.0)_SS2.0",0.048615791187756274
PREDICT_original_tf_GLCMMS_energyd1.0A0.79mean,0.04835928440951043
PREDICT_original_phasef_phasecong_skewness_WL3_N5,0.04824381484071627
PREDICT_original_tf_GLCM_energyd1.0A2.36,0.048117838763653165
PREDICT_original_tf_Gabor_entropy_F0.05_A2.36,0.047996513122825935
PREDICT_original_logf_entropy_sigma5,0.047861830236427094
PREDICT_original_tf_Gabor_min_F0.05_A2.36,0.047811321609309676
PREDICT_original_tf_GLCMMS_ASMd1.0A2.36mean,0.04775844130547058
PREDICT_original_tf_GLCMMS_correlationd1.0A1.57std,0.04767740510311058
PREDICT_original_phasef_monogenic_max_WL3_N5,0.04742549065282664
PREDICT_original_tf_Gabor_peak_position_F0.2_A1.57,0.04739130080885423
PREDICT_original_sf_solidity_avg_2.5D,0.04733993087656985
PREDICT_original_tf_LBP_entropy_R8_P24,0.04718125270478435
PREDICT_original_tf_GLCMMS_homogeneityd3.0A1.57std,0.04714488890163637
PREDICT_original_tf_LBP_quartile_range_R3_P12,0.0470810283518428
PREDICT_original_tf_Gabor_entropy_F0.05_A0.0,0.04705308282441889
PREDICT_original_tf_Gabor_peak_F0.2_A0.0,0.04643619550991884
PREDICT_original_tf_Gabor_kurtosis_F0.2_A0.0,0.04620474581795131
PREDICT_original_tf_LBP_peak_position_R3_P12,0.04613429995946183
PREDICT_original_tf_Gabor_range_F0.2_A2.36,0.04591091223607413
PREDICT_original_tf_GLCMMS_energyd1.0A2.36std,0.04568632871369038
PREDICT_original_tf_GLCM_ASMd1.0A2.36,0.04537025422259022
PREDICT_original_sf_rad_dist_avg_2.5D,0.04534221764564039
PREDICT_original_tf_Gabor_std_F0.05_A2.36,0.04524273982877136
PREDICT_original_tf_Gabor_min_F0.5_A0.79,0.04520034562876862
PREDICT_original_tf_Gabor_mean_F0.2_A1.57,0.044751991943522196
PREDICT_original_logf_max_sigma5,0.04461418661869687
PREDICT_original_tf_Gabor_mean_F0.05_A2.36,0.043300504918186045
PREDICT_original_tf_Gabor_range_F0.5_A2.36,0.04320431931209012
PREDICT_original_tf_GLCMMS_correlationd3.0A2.36std,0.04316208879111949
PREDICT_original_tf_Gabor_peak_F0.05_A0.0,0.04299813962221499
PREDICT_original_logf_peak_position_sigma5,0.042966852974080316
PREDICT_original_tf_GLCMMS_contrastd1.0A0.79std,0.04296152165081413
PREDICT_original_tf_GLCM_contrastd1.0A2.36,0.04296152165081413
PREDICT_original_sf_prax_avg_2.5D,0.04266215314492383
PREDICT_original_phasef_phasesym_std_WL3_N5,0.04255222382303825
PREDICT_original_phasef_monogenic_entropy_WL3_N5,0.042490405724219915
"PREDICT_original_vf_Frangi_inner_max_SR(1.0, 10.0)_SS2.0",0.04230713376816553
PREDICT_original_sf_cvar_avg_2.5D,0.04208226805416948
PREDICT_original_phasef_phasecong_min_WL3_N5,0.04136541244600944
PREDICT_original_sf_area_max_2.5D,0.04108079678815213
PREDICT_original_tf_GLCMMS_homogeneityd3.0A1.57mean,0.04093739621316561
PREDICT_original_tf_LBP_max_R8_P24,0.04073631630060892
PREDICT_original_tf_Gabor_skewness_F0.2_A0.0,0.04068363649249451
PREDICT_original_tf_Gabor_entropy_F0.5_A0.0,0.0405701635697604
PREDICT_original_tf_Gabor_median_F0.05_A2.36,0.040253146195351475
"PREDICT_original_vf_Frangi_inner_quartile_range_SR(1.0, 10.0)_SS2.0",0.040179144004306444
PREDICT_original_tf_Gabor_skewness_F0.2_A0.79,0.04012412212223815
PREDICT_original_tf_Gabor_energy_F0.05_A0.0,0.039945151742660556
PREDICT_original_tf_Gabor_kurtosis_F0.05_A0.0,0.039932274328088546
PREDICT_original_sf_volume_2.5D,0.03974576096222737
PREDICT_original_tf_Gabor_entropy_F0.2_A0.0,0.03963868261110526
PREDICT_original_tf_Gabor_skewness_F0.2_A1.57,0.03945434042624174
PREDICT_original_tf_GLCMMS_contrastd3.0A0.0mean,0.039261734119504954
PREDICT_original_tf_Gabor_min_F0.05_A0.79,0.03921285485866921
PREDICT_original_tf_GLCMMS_dissimilarityd3.0A0.79std,0.039113118437801075
PREDICT_original_tf_Gabor_entropy_F0.2_A1.57,0.038887968952783236
PREDICT_original_tf_Gabor_peak_F0.2_A0.79,0.03852236931764019
PREDICT_original_logf_entropy_sigma10,0.03837056666907657
PREDICT_original_tf_GLCM_correlationd3.0A0.79,0.037862921579387976
PREDICT_original_tf_LBP_mean_R8_P24,0.03736755342097653
PREDICT_original_tf_GLCMMS_dissimilarityd3.0A0.0mean,0.036758021133854735
PREDICT_original_tf_Gabor_quartile_range_F0.5_A2.36,0.03617575005525975
PREDICT_original_tf_GLCMMS_correlationd1.0A2.36std,0.03615155172943152
"PREDICT_original_vf_Frangi_inner_skewness_SR(1.0, 10.0)_SS2.0",0.03587932244905012
PREDICT_original_tf_GLCMMS_ASMd1.0A1.57mean,0.03575154401695224
PREDICT_original_tf_GLCMMS_homogeneityd3.0A2.36mean,0.035478809616471985
PREDICT_original_phasef_phasecong_std_WL3_N5,0.03513793672125076
PREDICT_original_tf_Gabor_energy_F0.05_A2.36,0.03450602786923329
PREDICT_original_tf_Gabor_max_F0.5_A0.79,0.03434230637083546
PREDICT_original_tf_Gabor_kurtosis_F0.5_A0.0,0.03403508204182959
PREDICT_original_tf_Gabor_mean_F0.2_A2.36,0.03394542541045342
PREDICT_original_tf_GLCMMS_energyd1.0A0.0std,0.03377078455255278
PREDICT_original_hf_kurtosis,0.033682862508024325
"PREDICT_original_vf_Frangi_full_peak_position_SR(1.0, 10.0)_SS2.0",0.033623516660635344
PREDICT_original_logf_std_sigma10,0.03358226865743097
PREDICT_original_logf_entropy_sigma1,0.033468086902466165
PREDICT_original_tf_GLCMMS_energyd3.0A0.79mean,0.03272878076918029
PREDICT_original_tf_Gabor_quartile_range_F0.05_A1.57,0.03229342148547376
PREDICT_original_tf_Gabor_quartile_range_F0.05_A2.36,0.032169008005039634
PREDICT_original_tf_Gabor_std_F0.05_A0.79,0.03208921159372147
PREDICT_original_tf_Gabor_entropy_F0.5_A0.79,0.03178289638255749
PREDICT_original_tf_Gabor_entropy_F0.5_A1.57,0.03163904336146617
"PREDICT_original_vf_Frangi_edge_peak_SR(1.0, 10.0)_SS2.0",0.03149077399480449
PREDICT_original_tf_Gabor_median_F0.5_A1.57,0.031456013270305894
PREDICT_original_sf_convexity_avg_2.5D,0.03114802933144989
PREDICT_original_tf_Gabor_median_F0.2_A2.36,0.03107028566670733
PREDICT_original_tf_GLCMMS_ASMd3.0A0.79mean,0.030867378670322188
PREDICT_original_tf_GLCMMS_energyd3.0A1.57mean,0.03076121553035538
PREDICT_original_tf_LBP_entropy_R3_P12,0.0305751238872205
PREDICT_original_tf_LBP_min_R15_P36,0.03014049384017614
PREDICT_original_tf_Gabor_peak_F0.5_A0.0,0.030074348437554077
PREDICT_original_tf_LBP_quartile_range_R15_P36,0.029978344697048964
PREDICT_original_tf_GLCMMS_ASMd3.0A0.0mean,0.029722828537642743
PREDICT_original_tf_Gabor_entropy_F0.2_A2.36,0.0295688460467034
PREDICT_original_tf_Gabor_quartile_range_F0.5_A1.57,0.02952701994904916
PREDICT_original_phasef_phasesym_max_WL3_N5,0.02927934030558932
PREDICT_original_logf_peak_sigma1,0.029262373576665945
PREDICT_original_tf_Gabor_min_F0.5_A2.36,0.029090157507711156
PREDICT_original_tf_LBP_skewness_R3_P12,0.029068183708563344
PREDICT_original_phasef_phasesym_range_WL3_N5,0.029020541133746525
"PREDICT_original_vf_Frangi_edge_min_SR(1.0, 10.0)_SS2.0",0.02888542564537011
PREDICT_original_tf_LBP_std_R3_P12,0.028871339489979997
PREDICT_original_tf_GLCMMS_homogeneityd1.0A2.36mean,0.028738916055925934
PREDICT_original_tf_GLCM_homogeneityd3.0A1.57,0.028738916055925934
PREDICT_original_tf_GLCMMS_correlationd1.0A0.79mean,0.02825803681865291
PREDICT_original_tf_Gabor_median_F0.2_A0.79,0.02744917319009632
PREDICT_original_tf_GLCMMS_contrastd3.0A2.36mean,0.02743913642734186
PREDICT_original_tf_Gabor_entropy_F0.5_A2.36,0.027431792279215106
PREDICT_original_tf_GLCM_contrastd1.0A0.0,0.02693263809475699
PREDICT_original_tf_GLCMMS_contrastd1.0A0.0mean,0.02693263809475699
PREDICT_original_tf_Gabor_mean_F0.05_A0.79,0.026431659604647884
PREDICT_original_tf_GLCMMS_contrastd1.0A1.57std,0.026145073261517826
PREDICT_original_tf_GLCM_contrastd3.0A0.79,0.026145073261517826
"PREDICT_original_vf_Frangi_inner_median_SR(1.0, 10.0)_SS2.0",0.025876794783478596
PREDICT_original_tf_GLCMMS_correlationd3.0A0.0std,0.02569288466363351
PREDICT_original_tf_Gabor_quartile_range_F0.2_A1.57,0.02525932650296725
PREDICT_original_tf_Gabor_std_F0.5_A0.0,0.025253749439365425
PREDICT_original_tf_GLCM_energyd1.0A0.79,0.024964256235070703
PREDICT_original_tf_LBP_kurtosis_R3_P12,0.024921982687362343
PREDICT_original_phasef_phasecong_kurtosis_WL3_N5,0.024507595401213722
PREDICT_original_tf_GLCMMS_energyd1.0A0.79std,0.023988972073329506
PREDICT_original_tf_Gabor_max_F0.05_A2.36,0.023741855536167478
PREDICT_original_tf_GLCMMS_dissimilarityd3.0A2.36mean,0.023726856947799524
PREDICT_original_tf_LBP_energy_R15_P36,0.023197137484256336
"PREDICT_original_vf_Frangi_edge_std_SR(1.0, 10.0)_SS2.0",0.022966126044005275
"PREDICT_original_vf_Frangi_full_std_SR(1.0, 10.0)_SS2.0",0.022966126044005275
PREDICT_original_phasef_phasecong_quartile_range_WL3_N5,0.022960402600781915
PREDICT_original_tf_GLCM_ASMd1.0A0.79,0.02272348673886615
PREDICT_original_tf_Gabor_range_F0.5_A0.79,0.022525300263505743
PREDICT_original_logf_median_sigma1,0.02207206991897115
PREDICT_original_tf_Gabor_min_F0.05_A1.57,0.021928265247513012
PREDICT_original_phasef_monogenic_std_WL3_N5,0.021818290681016927
PREDICT_original_tf_GLCMMS_contrastd1.0A2.36std,0.021755803111378036
PREDICT_original_tf_GLCM_contrastd3.0A2.36,0.021755803111378036
PREDICT_original_hf_range,0.021648821669635776
PREDICT_original_tf_GLCMMS_energyd3.0A2.36mean,0.020731754224435184
PREDICT_original_tf_LBP_quartile_range_R8_P24,0.02052455120792973
PREDICT_original_tf_GLCMMS_contrastd3.0A0.79std,0.020386849796293127
PREDICT_original_tf_GLCM_energyd3.0A0.0,0.020374296074458176
PREDICT_original_tf_Gabor_energy_F0.5_A2.36,0.02015568919824262
PREDICT_original_tf_Gabor_energy_F0.05_A1.57,0.020152039466331706
PREDICT_original_sf_evar_std_2.5D,0.020082408571135746
PREDICT_original_tf_Gabor_kurtosis_F0.2_A2.36,0.01999485968958714
PREDICT_original_tf_Gabor_quartile_range_F0.2_A2.36,0.019453402354651317
PREDICT_original_tf_Gabor_mean_F0.2_A0.0,0.019414373018273645
PREDICT_original_tf_GLCMMS_correlationd1.0A0.79std,0.01932434964407692
PREDICT_original_tf_Gabor_kurtosis_F0.2_A0.79,0.019149584795399077
"PREDICT_original_vf_Frangi_inner_range_SR(1.0, 10.0)_SS2.0",0.019103767086537715
PREDICT_original_hf_entropy,0.019098398619734835
PREDICT_original_tf_Gabor_max_F0.2_A2.36,0.018691784745207496
PREDICT_original_tf_Gabor_entropy_F0.2_A0.79,0.018557137344777486
PREDICT_original_tf_GLCMMS_ASMd1.0A0.0mean,0.018306781055376753
PREDICT_original_tf_Gabor_range_F0.05_A1.57,0.018206121555740307
PREDICT_original_tf_GLCMMS_homogeneityd1.0A1.57mean,0.018170911490159147
PREDICT_original_tf_GLCM_homogeneityd3.0A0.0,0.018170911490159147
PREDICT_original_tf_GLCM_homogeneityd1.0A1.57,0.017941975979094638
PREDICT_original_tf_GLCMMS_homogeneityd1.0A0.79mean,0.017941975979094638
PREDICT_original_tf_GLCMMS_dissimilarityd1.0A0.0std,0.017838727778020536
PREDICT_original_tf_GLCM_dissimilarityd1.0A0.79,0.017838727778020536
"PREDICT_original_vf_Frangi_inner_mean_SR(1.0, 10.0)_SS2.0",0.017745931081963207
PREDICT_original_tf_Gabor_range_F0.5_A0.0,0.01761365092250866
PREDICT_original_tf_GLCMMS_correlationd3.0A2.36mean,0.017568044355163348
PREDICT_original_of_theta_z,0.017417515536156003
PREDICT_original_hf_max,0.01730791800807996
PREDICT_original_tf_GLCM_ASMd3.0A0.0,0.0171306797873636
PREDICT_original_tf_GLCMMS_ASMd1.0A2.36std,0.017041289300754547
PREDICT_original_tf_Gabor_peak_position_F0.05_A0.79,0.016785749958738272
PREDICT_original_tf_Gabor_mean_F0.5_A0.0,0.015706045438336647
PREDICT_original_tf_LBP_mean_R15_P36,0.015554963925362708
PREDICT_original_phasef_phasesym_energy_WL3_N5,0.015482931400484734
"PREDICT_original_vf_Frangi_edge_peak_position_SR(1.0, 10.0)_SS2.0",0.01543999426515641
PREDICT_original_tf_Gabor_energy_F0.5_A0.0,0.015381915266859947
"PREDICT_original_vf_Frangi_edge_entropy_SR(1.0, 10.0)_SS2.0",0.01524169246039686
"PREDICT_original_vf_Frangi_full_entropy_SR(1.0, 10.0)_SS2.0",0.01524169246039686
PREDICT_original_phasef_phasecong_median_WL3_N5,0.015119409702286424
PREDICT_original_tf_GLCM_dissimilarityd3.0A2.36,0.015064004011448917
PREDICT_original_tf_GLCMMS_dissimilarityd1.0A2.36std,0.015064004011448917
PREDICT_original_logf_max_sigma10,0.01493265136650912
PREDICT_original_tf_GLCMMS_contrastd1.0A2.36mean,0.014810869077291677
PREDICT_original_tf_GLCM_contrastd3.0A1.57,0.014810869077291677
PREDICT_original_tf_GLCM_correlationd3.0A0.0,0.014782439259775293
PREDICT_original_tf_GLCMMS_ASMd3.0A0.79std,0.014641381645891682
PREDICT_original_tf_Gabor_mean_F0.05_A1.57,0.014614034462048009
PREDICT_original_tf_GLCMMS_contrastd3.0A2.36std,0.014360289744755006
PREDICT_original_tf_Gabor_peak_F0.05_A0.79,0.013844277180309117
PREDICT_original_tf_GLCMMS_energyd1.0A0.0mean,0.013536018995611743
PREDICT_original_sf_prax_std_2.5D,0.013447240641967895
PREDICT_original_tf_GLCMMS_energyd3.0A2.36std,0.013363179821056725
PREDICT_original_phasef_phasesym_peak_WL3_N5,0.013178433212876595
PREDICT_original_sf_roughness_avg_2.5D,0.013137554147019337
"PREDICT_original_vf_Frangi_edge_energy_SR(1.0, 10.0)_SS2.0",0.012941307867013752
"PREDICT_original_vf_Frangi_full_energy_SR(1.0, 10.0)_SS2.0",0.012941307867013752
PREDICT_original_phasef_phasesym_median_WL3_N5,0.012775886030395922
PREDICT_original_tf_GLCMMS_ASMd1.0A0.79std,0.01259940942728921
PREDICT_original_tf_Gabor_peak_position_F0.2_A0.0,0.012528699641905394
PREDICT_original_tf_Gabor_min_F0.2_A0.79,0.012471706514259884
PREDICT_original_tf_Gabor_median_F0.5_A2.36,0.012203625216809177
PREDICT_original_logf_kurtosis_sigma5,0.011748049132993987
PREDICT_original_tf_Gabor_skewness_F0.5_A1.57,0.011533992445152075
PREDICT_original_tf_Gabor_kurtosis_F0.2_A1.57,0.01152794918463318
PREDICT_original_tf_GLCMMS_homogeneityd3.0A0.0mean,0.011315730226410414
PREDICT_original_logf_mean_sigma5,0.010503518496679298
"PREDICT_original_vf_Frangi_full_min_SR(1.0, 10.0)_SS2.0",0.01011977101015038
PREDICT_original_phasef_monogenic_median_WL3_N5,0.009958217587727525
PREDICT_original_tf_Gabor_max_F0.5_A0.0,0.009796725612061241
PREDICT_original_tf_GLCM_homogeneityd1.0A2.36,0.009307388947768391
PREDICT_original_tf_GLCMMS_homogeneityd1.0A0.79std,0.009307388947768391
PREDICT_original_tf_GLCM_energyd1.0A1.57,0.008683978541749404
PREDICT_original_hf_skewness,0.008269160871496872
PREDICT_original_tf_GLCMMS_correlationd3.0A1.57mean,0.008262630566053586
PREDICT_original_tf_Gabor_peak_F0.2_A2.36,0.008247473621548762
PREDICT_original_tf_LBP_median_R8_P24,0.008130619656389282
PREDICT_original_tf_GLCMMS_dissimilarityd3.0A1.57std,0.008014114784449466
PREDICT_original_tf_GLCM_ASMd1.0A1.57,0.007918168265069747
PREDICT_original_phasef_phasesym_kurtosis_WL3_N5,0.007611899956083912
PREDICT_original_tf_Gabor_quartile_range_F0.5_A0.79,0.0075798720947719556
PREDICT_original_tf_LBP_peak_position_R15_P36,0.007535444105171596
PREDICT_original_tf_Gabor_min_F0.5_A0.0,0.007468688787456879
PREDICT_original_tf_GLCMMS_contrastd1.0A0.0std,0.007267020694964321
PREDICT_original_tf_GLCM_contrastd1.0A0.79,0.007267020694964321
PREDICT_original_tf_Gabor_peak_F0.5_A0.79,0.007202527280928406
PREDICT_original_tf_Gabor_quartile_range_F0.05_A0.79,0.007169906477090038
PREDICT_original_tf_GLCMMS_energyd3.0A0.0std,0.006406771438484338
PREDICT_original_tf_Gabor_median_F0.05_A0.79,0.006295613585449944
PREDICT_original_tf_Gabor_median_F0.5_A0.0,0.006281789139080507
PREDICT_original_tf_Gabor_std_F0.05_A0.0,0.006244585205616993
PREDICT_original_phasef_phasecong_peak_position_WL3_N5,0.006227331927493696
PREDICT_original_phasef_monogenic_peak_position_WL3_N5,0.006202349361750681
PREDICT_original_tf_Gabor_median_F0.05_A0.0,0.005858422455323531
PREDICT_original_tf_GLCMMS_dissimilarityd1.0A0.79std,0.005587211178677665
PREDICT_original_tf_GLCM_dissimilarityd1.0A2.36,0.005587211178677665
PREDICT_original_tf_GLCMMS_homogeneityd3.0A0.79mean,0.005427158159053924
PREDICT_original_tf_Gabor_mean_F0.5_A1.57,0.005082809179710379
PREDICT_original_tf_GLCMMS_dissimilarityd3.0A2.36std,0.004932323947745232
PREDICT_original_logf_quartile_range_sigma5,0.004930591228579306
PREDICT_original_phasef_phasesym_skewness_WL3_N5,0.004572387429678804
PREDICT_original_logf_skewness_sigma1,0.0038516505436603232
PREDICT_original_phasef_phasecong_mean_WL3_N5,0.003831494069699959
PREDICT_original_tf_Gabor_kurtosis_F0.05_A0.79,0.0035131764999436488
PREDICT_original_logf_std_sigma5,0.0033309529441587493
PREDICT_original_logf_skewness_sigma5,0.003254866590898242
PREDICT_original_tf_GLCMMS_energyd3.0A1.57std,0.003218002879162629
PREDICT_original_tf_LBP_range_R8_P24,0.003166715008181553
PREDICT_original_sf_area_std_2.5D,0.0028486314357063502
PREDICT_original_tf_Gabor_peak_position_F0.5_A2.36,0.002535560233005052
PREDICT_original_tf_Gabor_range_F0.05_A2.36,0.0022196299818124654
PREDICT_original_tf_Gabor_mean_F0.05_A0.0,0.0019174585279471135
PREDICT_original_tf_GLCM_correlationd1.0A0.79,0.0015491447764808264
PREDICT_original_tf_Gabor_std_F0.2_A0.79,0.001481247697714183
PREDICT_original_tf_Gabor_max_F0.5_A2.36,0.0014643262134013124
PREDICT_original_tf_GLCM_dissimilarityd3.0A0.79,0.0007218297747733082
PREDICT_original_tf_GLCMMS_dissimilarityd1.0A1.57std,0.0007218297747733082
PREDICT_original_tf_Gabor_median_F0.05_A1.57,0.0006066844590206788
PREDICT_original_tf_GLCMMS_dissimilarityd3.0A0.79mean,0.0004751583764075473
PREDICT_original_tf_GLCMMS_correlationd3.0A0.0mean,0.0
PREDICT_original_tf_GLCMMS_correlationd3.0A1.57std,0.0
PREDICT_original_tf_Gabor_min_F0.05_A0.0,0.0
PREDICT_original_tf_Gabor_max_F0.05_A0.0,0.0
PREDICT_original_tf_GLCMMS_correlationd1.0A2.36mean,0.0
PREDICT_original_tf_GLCMMS_correlationd1.0A1.57mean,0.0
PREDICT_original_tf_GLCMMS_correlationd1.0A0.0mean,0.0
PREDICT_original_tf_Gabor_peak_position_F0.05_A0.0,0.0
PREDICT_original_tf_Gabor_range_F0.05_A0.0,0.0
PREDICT_original_tf_GLCMMS_energyd3.0A0.0mean,0.0
PREDICT_original_tf_GLCM_correlationd3.0A2.36,0.0
PREDICT_original_tf_Gabor_energy_F0.05_A0.79,0.0
PREDICT_original_tf_GLCM_correlationd3.0A1.57,0.0
PREDICT_original_tf_Gabor_max_F0.05_A1.57,0.0
PREDICT_original_tf_GLCM_correlationd1.0A2.36,0.0
PREDICT_original_tf_Gabor_std_F0.05_A1.57,0.0
PREDICT_original_tf_LBP_max_R15_P36,0.0
PREDICT_original_tf_LBP_std_R15_P36,0.0
PREDICT_original_tf_LBP_skewness_R15_P36,0.0
PREDICT_original_tf_LBP_kurtosis_R15_P36,0.0
PREDICT_original_tf_LBP_peak_R15_P36,0.0
PREDICT_original_tf_GLCM_correlationd1.0A1.57,0.0
PREDICT_original_tf_LBP_range_R15_P36,0.0
PREDICT_original_tf_GLCM_correlationd1.0A0.0,0.0
PREDICT_original_tf_GLCM_contrastd1.0A1.57,0.0
PREDICT_original_tf_GLCM_dissimilarityd1.0A0.0,0.0
PREDICT_original_tf_GLCM_dissimilarityd1.0A1.57,0.0
PREDICT_original_tf_GLCM_energyd3.0A2.36,0.0
PREDICT_original_tf_GLCM_dissimilarityd3.0A0.0,0.0
PREDICT_original_tf_GLCM_energyd3.0A1.57,0.0
PREDICT_original_tf_Gabor_peak_F0.05_A1.57,0.0
PREDICT_original_tf_Gabor_peak_position_F0.05_A1.57,0.0
PREDICT_original_tf_Gabor_skewness_F0.05_A2.36,0.0
PREDICT_original_tf_Gabor_peak_position_F0.05_A2.36,0.0
PREDICT_original_of_theta_x,0.0
PREDICT_original_tf_Gabor_min_F0.2_A0.0,0.0
PREDICT_original_tf_Gabor_max_F0.2_A0.0,0.0
PREDICT_original_tf_Gabor_median_F0.2_A0.0,0.0
PREDICT_original_tf_Gabor_std_F0.2_A0.0,0.0
PREDICT_original_tf_Gabor_range_F0.2_A0.0,0.0
PREDICT_original_logf_skewness_sigma10,0.0
PREDICT_original_logf_peak_sigma10,0.0
PREDICT_original_logf_peak_position_sigma10,0.0
PREDICT_original_logf_quartile_range_sigma10,0.0
PREDICT_original_tf_LBP_min_R3_P12,0.0
